Gene start (bp),Gene end (bp),Gene name,Transcript start (bp),Transcript end (bp)
54860636,54875223,KIR3DS1,54860636,54874997
54860636,54875223,KIR3DS1,54860636,54875223
54771258,54784662,KIR3DP1,54771258,54784662
54803572,54814476,KIR2DL4,54803572,54814476
54789822,54800920,KIR2DL4,54789822,54800920
54769814,54784135,KIR2DL1,54769814,54784135
130337887,130372618,PIWIL1,130337887,130372618
130337887,130372618,PIWIL1,130338106,130371383
130337887,130372618,PIWIL1,130338108,130346548
130337887,130372618,PIWIL1,130338136,130346420
130337887,130372618,PIWIL1,130339462,130346504
130337887,130372618,PIWIL1,130339499,130346405
130337887,130372618,PIWIL1,130342231,130346571
130337887,130372618,PIWIL1,130345306,130349298
130337887,130372618,PIWIL1,130366440,130371386
54860626,54876850,FCAR,54860626,54876268
54860626,54876850,FCAR,54860658,54875445
54860626,54876850,FCAR,54860658,54875445
54860626,54876850,FCAR,54860658,54876241
54860626,54876850,FCAR,54860658,54876850
54860626,54876850,FCAR,54860663,54876268
54860626,54876850,FCAR,54860663,54876268
54860626,54876850,FCAR,54860668,54876241
54860626,54876850,FCAR,54860668,54876241
54860626,54876850,FCAR,54860668,54876241
54860626,54876850,FCAR,54860668,54876241
54860626,54876850,FCAR,54860668,54876241
54860626,54876850,FCAR,54860668,54876241
54703952,54704235,,54703952,54704235
54868050,54868156,U6,54868050,54868156
54789862,54800938,KIR2DL4,54790064,54800934
54789862,54800938,KIR2DL4,54789862,54800938
54703952,54704235,,54703952,54704235
54700593,54700905,LILRP1,54700593,54700905
54754987,54767361,KIR2DP1,54754987,54767361
54832654,54848283,KIR2DS4,54832654,54848283
54868939,54869045,RNU6-222P,54868939,54869045
1316265,1365970,SNTG2,1316265,1365805
1316265,1365970,SNTG2,1316265,1365970
1316265,1365970,SNTG2,1316265,1365970
1316265,1365970,SNTG2,1351882,1365970
54868796,54868902,U6,54868796,54868902
54707916,54713453,LILRP2,54707916,54713453
54707916,54713453,LILRP2,54708602,54713232
56753901,56754885,OR9G4,56753901,56754885
56830655,56831590,OR5G3,56830655,56831590
56751253,56752170,OR9G3P,56751253,56752170
56786335,56787280,OR5G1P,56786335,56787280
54703952,54704235,,54703952,54704235
54868924,54869030,U6,54868924,54869030
56801280,56802039,OR5G4P,56801280,56802039
20674923,20696533,,20674923,20696533
56812930,56831496,OR5G5P,56812930,56813868
56812930,56831496,OR5G5P,56813150,56830721
56812930,56831496,OR5G5P,56813158,56830782
56812930,56831496,OR5G5P,56813158,56831496
20784596,20785152,BNIP3P24,20784596,20785152
20746923,20755250,,20746923,20755250
20776304,20807420,ZNF66,20776304,20794597
20776304,20807420,ZNF66,20776310,20799093
20776304,20807420,ZNF66,20776448,20807420
56762097,56762976,OR9G2P,56762097,56762976
108007,139659,,108007,139655
108007,139659,,123983,139659
56700386,56701303,OR9G1,56700386,56701303
56747390,56747536,,56747390,56747536
56711466,56712383,OR9G9,56711466,56712383
56859642,56882325,LINC02735,56859642,56882325
105287,105376,,105287,105376
112025,112177,RNA5-8SN5,112025,112177
155997,156149,5_8S_rRNA,155997,156149
54700593,54700905,LILRP1,54700593,54700905
54755023,54767371,KIR2DP1,54755023,54767371
149259,149348,,149259,149348
54724454,54736547,KIR3DL3,54724454,54736547
54850439,54867235,KIR3DL2,54850442,54867227
54850439,54867235,KIR3DL2,54850439,54867235
1372594,1540021,TPO,1372594,1514529
1372594,1540021,TPO,1411835,1437508
1372594,1540021,TPO,1411838,1538270
1372594,1540021,TPO,1411854,1538270
1372594,1540021,TPO,1412756,1451410
1372594,1540021,TPO,1412783,1538270
1372594,1540021,TPO,1431582,1538801
1372594,1540021,TPO,1482210,1514529
1372594,1540021,TPO,1482212,1538270
1372594,1540021,TPO,1482216,1514529
1372594,1540021,TPO,1501324,1538270
1372594,1540021,TPO,1510980,1514529
1372594,1540021,TPO,1411835,1437505
1372594,1540021,TPO,1411835,1540021
1372594,1540021,TPO,1411835,1540021
41255319,41256311,KRTAP9-9,41255321,41256306
41255319,41256311,KRTAP9-9,41255319,41256311
41226648,41227652,KRTAP9-2,41226648,41227652
59711,60316,,59711,60316
54786463,54790318,KIR3DP1,54786463,54790318
54832686,54848263,KIR2DS4,54832686,54848263
54850500,54867258,KIR3DL2,54850514,54867250
54850500,54867258,KIR3DL2,54850500,54867258
51009,51114,U6,51009,51114
138082,161852,,138082,161852
138082,161852,,138082,161750
54724479,54736494,KIR3DL3,54724479,54736494
54895641,54895747,U6,54895641,54895747
54707913,54713335,LILRP2,54707913,54713335
54707913,54713335,LILRP2,54708138,54709319
41249619,41250585,KRTAP9-4,41249619,41250585
41232462,41233453,KRTAP9-3,41232462,41233453
63449173,63450451,KCNQ2-AS1,63449173,63450451
41270282,41270488,KRTAP9-10P,41270282,41270488
54724478,54736626,KIR3DL3,54724478,54736626
63414903,63466150,KCNQ2,63414903,63415035
63414903,63466150,KCNQ2,63414903,63439671
63414903,63466150,KCNQ2,63414903,63447913
63414903,63466150,KCNQ2,63414903,63447959
63414903,63466150,KCNQ2,63414903,63447959
63414903,63466150,KCNQ2,63414903,63447959
63414903,63466150,KCNQ2,63414903,63447959
63414903,63466150,KCNQ2,63414903,63447959
63414903,63466150,KCNQ2,63414903,63447959
63414903,63466150,KCNQ2,63414903,63447959
63414903,63466150,KCNQ2,63414903,63447959
63414903,63466150,KCNQ2,63423934,63447959
63414903,63466150,KCNQ2,63433678,63434730
63414903,63466150,KCNQ2,63433681,63447959
63414903,63466150,KCNQ2,63433684,63445611
63414903,63466150,KCNQ2,63438212,63445555
63414903,63466150,KCNQ2,63438692,63446428
63414903,63466150,KCNQ2,63443866,63462334
63414903,63466150,KCNQ2,63461759,63466150
41265358,41265882,,41265358,41265882
41238001,41238465,,41238001,41238465
41291504,41292529,KRTAP29-1,41291504,41292529
127840,127946,U6,127840,127946
54921821,54938615,KIR3DL2,54921821,54938392
54921821,54938615,KIR3DL2,54921821,54938615
41226627,41227631,KRTAP9-2,41226627,41227631
41269234,41269440,KRTAP9-10P,41269234,41269440
41238317,41239283,KRTAP9-4,41238317,41239283
41253969,41255271,KRTAP9-6,41253969,41255271
54786437,54798259,,54786437,54798259
54786437,54798259,,54786437,54798259
54849620,54866390,KIR3DL2,54849620,54866390
54849620,54866390,KIR3DL2,54849653,54866143
41264289,41265327,KRTAP9-7,41264289,41265327
54803411,54814521,KIR2DL4,54803572,54814521
54803411,54814521,KIR2DL4,54803601,54814521
54803411,54814521,KIR2DL4,54803601,54814521
54803411,54814521,KIR2DL4,54803602,54814126
54803411,54814521,KIR2DL4,54803411,54814521
54789863,54800933,KIR2DL4,54790065,54800933
54789863,54800933,KIR2DL4,54790024,54800933
54789863,54800933,KIR2DL4,54790053,54800929
54789863,54800933,KIR2DL4,54789863,54800315
54789863,54800933,KIR2DL4,54790025,54800932
41290456,41291481,KRTAP29-1,41290456,41291481
41212710,41213241,KRTAP9-12P,41212710,41213241
41259941,41260465,KRTAP9-11P,41259941,41260465
41244014,41244994,KRTAP9-9,41244014,41244994
54771294,54784697,,54771294,54784697
198106449,198108214,,198106543,198108214
198106449,198108214,,198106449,198107902
198106449,198108214,,198106461,198107754
198106449,198108214,,198106449,198107275
54703952,54704235,,54703952,54704235
54754729,54769262,KIR2DL2,54754729,54769262
131494,137392,,131494,137392
46142109,46155567,FTCD,46142109,46142669
46142109,46155567,FTCD,46142109,46142741
46142109,46155567,FTCD,46145417,46145573
46142109,46155567,FTCD,46145417,46155567
46142109,46155567,FTCD,46145417,46155567
46142109,46155567,FTCD,46145417,46155567
46142109,46155567,FTCD,46145417,46155567
46142109,46155567,FTCD,46145417,46155567
46142109,46155567,FTCD,46145828,46146926
46142109,46155567,FTCD,46145829,46146604
54738547,54752855,KIR2DS2,54738547,54752855
54700593,54700905,LILRP1,54700593,54700905
198177148,198186438,,198177148,198186438
54882769,54882875,U6,54882769,54882875
54816432,54830744,KIR3DL1,54816432,54830532
54816432,54830744,KIR3DL1,54816441,54830744
198053522,198080720,ANKRD18DP,198058053,198080720
198053522,198080720,ANKRD18DP,198057531,198080671
198053522,198080720,ANKRD18DP,198053522,198080512
198053522,198080720,ANKRD18DP,198059250,198064022
198053522,198080720,ANKRD18DP,198057537,198062481
72411,74814,,72411,74814
54771253,54784657,,54771253,54784657
54819083,54833565,KIR2DS4,54819083,54833565
31256634,31256718,MREGP1,31256634,31256718
54868959,54869065,U6,54868959,54869065
31111652,31208427,,31111652,31117479
31111652,31208427,,31111657,31116462
31111652,31208427,,31111657,31208427
31111652,31208427,,31111659,31117479
198148759,198166452,,198149680,198166452
198148759,198166452,,198148759,198166245
198224587,198224769,,198224587,198224769
198117723,198119668,,198117723,198119668
198219890,198222703,,198219890,198222703
198116056,198117113,,198116056,198117113
198071311,198071417,RNU6-821P,198071311,198071417
198193139,198193242,U6,198193139,198193242
31246713,31246958,,31246713,31246958
31282857,31329331,SINHCAF,31282857,31300794
31282857,31329331,SINHCAF,31282857,31328389
31282857,31329331,SINHCAF,31282857,31328645
31282857,31329331,SINHCAF,31284335,31326435
31282857,31329331,SINHCAF,31284912,31300448
31282857,31329331,SINHCAF,31284961,31328472
31282857,31329331,SINHCAF,31290010,31329331
31282857,31329331,SINHCAF,31290033,31327767
31282857,31329331,SINHCAF,31305768,31328401
82380817,82395723,,82380817,82393362
82380817,82395723,,82388030,82395723
54830833,54834726,,54830833,54834726
79644682,79685499,,79644682,79685499
54754693,54769187,KIR2DL2,54754693,54769187
177971313,177972279,SUDS3P1,177971313,177972279
79708475,79709405,,79708475,79709405
177870853,177871194,,177870853,177871183
177870853,177871194,,177870853,177871190
177870853,177871194,,177870853,177871194
79683041,79685112,,79683041,79685112
737651,824587,DLGAP2,737651,824587
737651,824587,DLGAP2,737664,754258
737651,824587,DLGAP2,737742,824587
46187390,46191252,,46187390,46191252
46151614,46152647,FTCD-AS1,46151614,46152647
54799454,54811769,,54799454,54811769
79610642,79612198,,79610642,79612198
54738512,54753028,KIR2DL3,54738512,54753028
46190452,46221883,LSS,46190452,46221883
46190452,46221883,LSS,46190757,46195798
46190452,46221883,LSS,46190757,46221883
46190452,46221883,LSS,46190785,46196891
46190452,46221883,LSS,46191436,46195681
46190452,46221883,LSS,46193094,46221883
46190452,46221883,LSS,46197987,46198682
46190452,46221883,LSS,46217996,46221883
46190452,46221883,LSS,46218700,46221883
177939622,177983334,,177939622,177983334
1107635,1156979,SBNO2,1107636,1156245
1107635,1156979,SBNO2,1107637,1132220
1107635,1156979,SBNO2,1107641,1156245
1107635,1156979,SBNO2,1108565,1111605
1107635,1156979,SBNO2,1109501,1111062
1107635,1156979,SBNO2,1115356,1132220
1107635,1156979,SBNO2,1117396,1120128
1107635,1156979,SBNO2,1127660,1156979
1107635,1156979,SBNO2,1127661,1156245
1107635,1156979,SBNO2,1127710,1156245
1107635,1156979,SBNO2,1107635,1156119
79576460,79589010,,79576460,79579808
79576460,79589010,,79578063,79589010
54814235,54828734,KIR2DL1,54814235,54828734
177992545,177996421,PROP1,177992545,177996421
79685555,79723770,CTDP1,79685555,79723770
79685555,79723770,CTDP1,79685600,79723770
79685555,79723770,CTDP1,79685906,79723770
79685555,79723770,CTDP1,79686603,79703714
79685555,79723770,CTDP1,79687213,79691345
725188,725877,,725188,725877
82615842,82619653,RPS17,82615842,82619653
82615842,82619653,RPS17,82615844,82619546
82615842,82619653,RPS17,82615844,82619548
82615842,82619653,RPS17,82615848,82619220
82615842,82619653,RPS17,82615852,82619231
82615842,82619653,RPS17,82615877,82619222
82615842,82619653,RPS17,82615898,82619541
82615842,82619653,RPS17,82617754,82619508
82615842,82619653,RPS17,82618673,82619545
54769801,54784302,KIR2DL1,54769801,54784302
738548,740374,,738548,740374
731140,738106,ERICH1,731140,731197
731140,738106,ERICH1,731140,731239
731140,738106,ERICH1,737784,738106
177950335,177963960,,177950335,177957750
177950335,177963960,,177951413,177963960
177950335,177963960,,177951948,177960149
177950335,177963960,,177953165,177957759
130350996,130351707,,130350996,130351707
130383653,130384179,,130383653,130384179
177875522,177950732,,177875522,177884272
177875522,177950732,,177875595,177883831
177875522,177950732,,177876255,177882505
177875522,177950732,,177876255,177950732
177875522,177950732,,177876532,177882383
177875522,177950732,,177876532,177882516
177875522,177950732,,177878531,177882661
177875522,177950732,,177878790,177883701
177875522,177950732,,177882369,177883916
177875522,177950732,,177882391,177883000
177875522,177950732,,177882443,177921387
177875522,177950732,,177882686,177917267
177875522,177950732,,177885260,177932277
11351822,11356402,PRB1,11351824,11356402
11351822,11356402,PRB1,11351824,11356398
11351822,11356402,PRB1,11351824,11356390
11351822,11356402,PRB1,11351824,11356402
11351822,11356402,PRB1,11351822,11356400
54877311,54886807,KIR2DL5A,54877311,54886807
54906192,54910107,NCR1,54906192,54910107
54906192,54910107,NCR1,54906197,54906820
54906192,54910107,NCR1,54906197,54909389
54906192,54910107,NCR1,54906198,54910107
54906192,54910107,NCR1,54906205,54910107
54906192,54910107,NCR1,54906223,54910107
54906192,54910107,NCR1,54906223,54910107
54906192,54910107,NCR1,54906230,54910107
54888671,54903107,,54888671,54903107
54905478,54919948,KIR2DS1,54905478,54919948
54940339,54940445,U6,54940339,54940445
34261710,34308123,GARRE1,34261710,34308123
34261710,34308123,GARRE1,34261725,34308123
34261710,34308123,GARRE1,34261754,34307740
34261710,34308123,GARRE1,34272731,34307643
34261710,34308123,GARRE1,34272741,34307257
63422269,63424555,,63422269,63424555
54848033,54858928,KIR2DL4,54848033,54858928
54724486,54736500,KIR3DL3,54724486,54736500
54868982,54869088,U6,54868982,54869088
34172447,34229322,LSM14A,34172447,34229322
34172447,34229322,LSM14A,34172504,34196666
34172447,34229322,LSM14A,34172538,34228103
34172447,34229322,LSM14A,34172658,34221595
34172447,34229322,LSM14A,34208196,34229286
34172447,34229322,LSM14A,34219718,34221780
34172447,34229322,LSM14A,34221351,34227620
34172447,34229322,LSM14A,34221521,34229294
1340838,1344763,,1340838,1344763
82418974,82428498,GOLGA6L10,82421744,82428498
82418974,82428498,GOLGA6L10,82426302,82428498
82418974,82428498,GOLGA6L10,82418974,82428498
30420942,30426225,,30420942,30426225
30406695,30413531,,30406695,30413531
30414392,30416755,,30414392,30416755
77782866,77793176,,77782866,77793176
77782866,77793176,,77783166,77783885
77782866,77793176,,77790661,77791647
177967004,177967457,,177967004,177967457
18734080,18734896,ZNF965P,18734080,18734896
77927372,77929824,DLG5-AS1,77927372,77929824
77927372,77929824,DLG5-AS1,77927631,77929824
18724415,18724904,GXYLT1P1,18724415,18724904
77866875,77869610,,77866875,77869610
18741730,18742718,CYP4F34P,18741730,18742718
18726706,18727414,CNN2P12,18726706,18727414
67551243,67554415,,67551243,67554415
54832684,54848599,KIR2DS4,54832684,54848599
77912271,77912545,RN7SL284P,77912271,77912545
77776951,77777055,RNU6-1266P,77776951,77777055
54850475,54867233,KIR3DL2,54850478,54867225
54850475,54867233,KIR3DL2,54850475,54867233
18807279,18808018,SNX18P26,18807279,18808018
67585995,67586198,DSEL-AS1,67585995,67586198
18809830,18810048,LINC00328-2P,18809830,18810048
18816718,18880683,ANKRD20A9P,18816718,18880683
67576031,67586429,DSEL,67576031,67586429
18869185,18869291,RNU6-55P,18869185,18869291
82610742,82613228,DNM1P38,82610742,82613228
18885950,18886053,U6,18885950,18886053
54906159,54910074,NCR1,54906159,54910074
54906159,54910074,NCR1,54906165,54910074
54906159,54910074,NCR1,54906190,54910074
67576038,67583479,,67576038,67580745
67576038,67583479,,67576038,67583479
31254265,31254870,,31254265,31254870
31313890,31314302,,31313890,31314302
67457499,67458554,,67457499,67458554
31326589,31328102,FLJ13224,31326589,31328102
54850485,54867216,KIR3DL2,54850485,54867216
54850485,54867216,KIR3DL2,54850504,54866969
82622289,82720771,CPEB1,82622289,82635624
82622289,82720771,CPEB1,82622291,82709274
82622289,82720771,CPEB1,82622922,82650911
82622289,82720771,CPEB1,82622922,82707558
82622289,82720771,CPEB1,82623361,82706456
82622289,82720771,CPEB1,82623383,82650847
82622289,82720771,CPEB1,82623383,82652299
82622289,82720771,CPEB1,82623385,82650897
82622289,82720771,CPEB1,82623398,82706456
82622289,82720771,CPEB1,82623446,82706456
82622289,82720771,CPEB1,82623541,82650872
82622289,82720771,CPEB1,82636610,82650535
82622289,82720771,CPEB1,82636887,82651166
82622289,82720771,CPEB1,82650479,82720771
82622289,82720771,CPEB1,82650534,82706456
82622289,82720771,CPEB1,82706378,82706456
82622289,82720771,CPEB1,82712271,82720771
82622289,82720771,CPEB1,82622292,82707241
54769810,54784323,KIR2DL1,54769810,54784323
54769810,54784323,KIR2DL1,54769824,54783871
36361959,36362656,CRIM1,36362504,36362656
36361959,36362656,CRIM1,36362476,36362656
36361959,36362656,CRIM1,36361959,36362656
34303449,34303913,,34303449,34303913
54855316,54855422,U6,54855316,54855422
36299388,36299830,RPL21P36,36299388,36299830
36360778,36361147,CRIM1-DT,36360778,36361147
1296034,1302607,,1296034,1302607
46161526,46186787,SPATC1L,46161526,46186787
46161526,46186787,SPATC1L,46161539,46186770
1373685,1381062,,1373685,1381062
1377533,1379973,,1377533,1379973
1551825,1552054,DLGAP2-AS1,1551825,1552054
1487682,1552210,DLGAP2,1487682,1552210
1487682,1552210,DLGAP2,1534960,1552210
33946602,33956490,SLC45A2,33946602,33956490
33946602,33956490,SLC45A2,33947852,33956490
33946602,33956490,SLC45A2,33949254,33956490
33946602,33956490,SLC45A2,33953391,33956490
1368648,1369833,,1368648,1369833
34657606,34669432,,34657606,34668740
34657606,34669432,,34657606,34669396
34657606,34669432,,34668766,34669432
23086215,23124800,ELMO2P1,23086215,23098521
23086215,23124800,ELMO2P1,23093843,23124800
54771163,54780643,KIR2DL5B,54771163,54780643
23160896,23171217,GOLGA8DP,23160896,23171217
33938372,33940223,RXFP3,33938372,33940223
54868910,54869016,U6,54868910,54869016
33842143,33894178,ADAMTS12,33842143,33842311
33842143,33894178,ADAMTS12,33882852,33893594
33842143,33894178,ADAMTS12,33883107,33893927
33842143,33894178,ADAMTS12,33883107,33894178
23229344,23229859,,23229344,23229859
33890040,33890146,U6,33890040,33890146
54724479,54736534,KIR3DL3,54724479,54736534
54860886,54875194,KIR3DL1,54860886,54875194
54860886,54875194,KIR3DL1,54860889,54875193
166229334,166229554,,166229334,166229554
166240290,166240493,GNG5P1,166240290,166240493
166236969,166256947,,166236969,166256947
54769794,54784109,KIR2DL1,54769794,54784109
54769794,54784109,KIR2DL1,54769800,54783848
37434,37534,Y_RNA,37434,37534
173872,179372,,173872,179372
42939,49164,,42939,49164
22903706,22981018,CYFIP1,22903706,22905440
22903706,22981018,CYFIP1,22903706,22917313
22903706,22981018,CYFIP1,22903706,22980290
22903706,22981018,CYFIP1,22903706,22980307
22903706,22981018,CYFIP1,22903758,22915103
22903706,22981018,CYFIP1,22909193,22912385
22903706,22981018,CYFIP1,22914827,22926013
22903706,22981018,CYFIP1,22916483,22917908
